
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: contrete slab | steel frame / granite & glass curtain wall  ,  constructionCode: 3
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 3
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 1
  construction Description: frame/brick veneer  ,  constructionCode: 1
  construction Description: wood stud / brick veneer  ,  constructionCode: 1
  construction Description: concrete block vinyl façade  ,  constructionCode: 1
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 1
  construction Description: Grid iron structured steel  brick veneer  ,  constructionCode: 1
  construction Description: Steel Structure Brick  ,  constructionCode: 1
  construction Description: Non Combustible  ,  constructionCode: 4
  construction Description: Light Non Combustible  ,  constructionCode: 4
  construction Description: Masonry / Brick  ,  constructionCode: 4
  construction Description: Non Combustible = 3  ,  constructionCode: 4
  construction Description: Non Combustible = 4  ,  constructionCode: 4
  construction Description: Maonry wood  ,  constructionCode: 4
  construction Description: Masonry steel  ,  constructionCode: 4
  construction Description: Non combustible  |Remodeled 1966  ,  constructionCode: 4
  construction Description: combustible  ,  constructionCode: 4
  construction Description: Masonry & Metal  ,  constructionCode: 4
  construction Description: Non combustible  Metal  ,  constructionCode: 4
  construction Description: Masonry structure
FR  ,  constructionCode: 4
  construction Description: ISO 6   Fire resistive  |100%  ,  constructionCode: 6
  construction Description: Light Non Combustible  ,  constructionCode: 4
  construction Description: Block  Masonry  Steel  ,  constructionCode: 4
  construction Description: Masonry/Steel  ,  constructionCode: 4
  construction Description: Masonry / Brick  ,  constructionCode: 4
  construction Description: Non Combustible = 3  ,  constructionCode: 4
  construction Description: Non Combustible = 4  ,  constructionCode: 4
  construction Description: Maonry wood  ,  constructionCode: 4
  construction Description: Masonry steel  ,  constructionCode: 4
  construction Description: masonry concrete slab  ,  constructionCode: 4
  construction Description: masonry block  ,  constructionCode: 4
  construction Description: Non combustible  |Remodeled 1966  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall  ,  constructionCode: 4
  construction Description: combustible  ,  constructionCode: 4
  construction Description: Masonry & Metal  ,  constructionCode: 4
  construction Description: Non combustible  Metal  ,  constructionCode: 4
  construction Description: Masonry structure
FR  ,  constructionCode: 4
  construction Description: combustible  |WOOD FRAME  ,  constructionCode: 3
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 3
  construction Description: Non Combustible   |online sq. ft. 3298  ,  constructionCode: 3
  construction Description: Non combustible  |Remodeled 1966  ,  constructionCode: 3
  construction Description: Non Comb/Metal  ,  constructionCode: 3
  construction Description: Non Comb/Wood  ,  constructionCode: 3
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 3
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 3
  construction Description: Joisted Masonry  ,  constructionCode: 4
  construction Description: Metal/Masonry  ,  constructionCode: 4
  construction Description: Concrete Masonry  ,  constructionCode: 4
  construction Description: Block Masonry Steel  ,  constructionCode: 4
  construction Description: Block  Masonry  Steel  ,  constructionCode: 4
  construction Description: Masonry Non Combustible  ,  constructionCode: 4
  construction Description: Masonry   Non Combustible  ,  constructionCode: 4
  construction Description: Masonry/Non Combustible  ,  constructionCode: 4
  construction Description: Masonry/Steel  ,  constructionCode: 4
  construction Description: Masonry / Brick  ,  constructionCode: 4
  construction Description: Concrete/
Masonry  ,  constructionCode: 4
  construction Description: Masonry  Non Combustible  ,  constructionCode: 4
  construction Description: Masonry Non Combustible = 4  ,  constructionCode: 4
  construction Description: Joisted Masonry = 2  ,  constructionCode: 4
  construction Description: Masonry Non combustible  ,  constructionCode: 4
  construction Description: masonry brick  ,  constructionCode: 4
  construction Description: brick masonry  ,  constructionCode: 4
  construction Description: Maonry wood  ,  constructionCode: 4
  construction Description: CMU/masonry  ,  constructionCode: 4
  construction Description: masonry block  ,  constructionCode: 4
  construction Description: Masonry Tilt Wall  ,  constructionCode: 4
  construction Description: Masonry/Steel   ESFR  ,  constructionCode: 4
  construction Description: Metal / Masonry  ,  constructionCode: 4
  construction Description: Masonry & Metal  ,  constructionCode: 4
  construction Description: Metal & Masonry  ,  constructionCode: 4
  construction Description: Masonry structure
FR  ,  constructionCode: 4
  construction Description: Joisted
Masonry  ,  constructionCode: 4
  construction Description: Steel/
Masonry  ,  constructionCode: 4
  construction Description: ISO 4  Masonry Non Combustible  ,  constructionCode: 4
  construction Description: ISO 4 Masonry Non Combustible  ,  constructionCode: 4
  construction Description: Tiltwall  ,  constructionCode: 4
  construction Description: Tilt wall  ,  constructionCode: 4
  construction Description: Brick/Metal  ,  constructionCode: 2
  construction Description: Block  ,  constructionCode: 2
  construction Description: Masonry / Brick  ,  constructionCode: 2
  construction Description: Brick wood  ,  constructionCode: 2
  construction Description: Brick siding  ,  constructionCode: 2
  construction Description: wood brick  ,  constructionCode: 2
  construction Description: brick metal  ,  constructionCode: 2
  construction Description: frame brick  ,  constructionCode: 2
  construction Description: block brick  ,  constructionCode: 2
  construction Description: brick wood  ,  constructionCode: 2
  construction Description: Brick & Block  ,  constructionCode: 2
  construction Description: Steel / Brick  ,  constructionCode: 2
  construction Description: Metal Brick  ,  constructionCode: 2
  construction Description: brick steel  ,  constructionCode: 2
  construction Description: Bricks concrete  ,  constructionCode: 2
  construction Description: Bricks  stone  ,  constructionCode: 2
  construction Description: Concrete  ,  constructionCode: 3
  construction Description: Concrete Panels & Steel  ,  constructionCode: 3
  construction Description: Precast Concrete & Steel  ,  constructionCode: 3
  construction Description: Concrete Tilt Wall  ,  constructionCode: 3
  construction Description: Concrete T ilt Wall  ,  constructionCode: 3
  construction Description: Concrete tilt up  ,  constructionCode: 3
  construction Description: Concrete Masonry  ,  constructionCode: 3
  construction Description: Concrete tilt up & Steel  ,  constructionCode: 3
  construction Description: concrete tilt Wall  ,  constructionCode: 3
  construction Description: Concrete tilt wall  ,  constructionCode: 3
  construction Description: Concrete Block / Wood Frame  |Insulated Pole Barn  ,  constructionCode: 3
  construction Description: Concrete Tilt  ,  constructionCode: 3
  construction Description: Concrete & Frame  ,  constructionCode: 3
  construction Description: Steel / Concrete / Brick / Timber  ,  constructionCode: 3
  construction Description: Concrete/Wood  ,  constructionCode: 3
  construction Description: concrete block steel frame  ,  constructionCode: 3
  construction Description: Brick concrete block  ,  constructionCode: 3
  construction Description: concrete block  ,  constructionCode: 3
